Name,Organization,Type,Location,Latitude,Longitude,Bands,Antenna,Elevation
"Atlas Kapolei, Hawaii, USA*",ATLAS,Company,"Kapolei, Hawaii, USA*",21.3341183,-158.0823717,"S, X",5.4m,28.0
VIRATEC Ground Station,VIRATEC,Company,"Ventspils, Latvia",57.4088355,21.620621,"S, X",Parabolic Dish,10.0
Surya University Ground Station,Surya University,University,"Tangerang, Indonesia (Likely)",-6.2221045,106.6327248,,Unknown,22.0
Warkworth,INMARSAT,Company,"Warkworth, New Zealand",-36.3995014,174.6676356,"L, Ka",Parabolic Dish,17.0
Purdue Optical Ground Station,Purdue University,University,"West Lafayette, Indiana, USA",40.4237054,-86.9211946,,unknown,196.0
Atlanta Teleport,INTELSAT,Company,"Ellenwood, Georgia, USA",33.609725,-84.2873662,"C, Ku, Ka",Parabolic Dish,260.0
Fillmore Teleport,INTELSAT,Company,"Fillmore, California, USA",34.3991639,-118.918154,"C, Ku, Ka",Parabolic Dish,142.0
SpaceX Molokai,SpaceX,Company,"Molokai, Hawaii, USA",21.1443935,-157.0226297,Ka,Phased Array,283.0
SpaceX Anchorage,SpaceX,Company,"Anchorage, Alaska, USA",61.2175758,-149.8996785,Ka,Phased Array,0.0
SpaceX Dumas,SpaceX,Company,"Dumas, Texas, USA",35.8653789,-101.9732236,Ka,Phased Array,1118.0
SpaceX Brownsville,SpaceX,Company,"Brownsville, Texas, USA",25.9017472,-97.4974838,Ka,Phased Array,16.0
SpaceX Brewster,SpaceX,Company,"Brewster, Washington, USA",48.0939928,-119.7873864,Ka,Phased Array,242.0
Santiago SNP,OneWeb,Company,"Santiago, Chile",-33.4488897,-70.6692655,,Parabolic Dish,545.0
Yellowknife SNP,OneWeb,Company,"Yellowknife, Canada",62.4539717,-114.3717886,,Parabolic Dish,0.0
Alaska SNP,OneWeb,Company,"Alaska, USA",63.588753,-154.4930619,,Parabolic Dish,0.0
Tahiti SNP,OneWeb,Company,"Tahiti, French Polynesia",-17.6509195,-149.4260421,,Parabolic Dish,420.0
Piteå SNP,OneWeb,Company,"Piteå, Sweden",65.316698,21.4800364,,Parabolic Dish,0.0
Australia SNP,OneWeb,Company,"Perth, Australia",-31.9513993,115.8616783,,Parabolic Dish,21.0
South Africa SNP,OneWeb,Company,"Cape Town, South Africa",-33.922087,18.4231418,,Parabolic Dish,15.0
"Atlas Accra, Ghana",ATLAS,Company,"Accra, Ghana",5.5592846,-0.1974306,"S, X, Ka",7.3m,35.0
Vietnam SNP,OneWeb,Company,"Hanoi, Vietnam",21.0277644,105.8341598,,Parabolic Dish,15.0
Izhevsk Ground Station,IRIDIUM,Company,"Izhevsk, Russia",56.8618601,53.2324285,"L, Ka",Parabolic Dish,162.0
Chandler Ground Station,IRIDIUM,Company,"Chandler, Arizona, USA",33.3061605,-111.8412502,"L, Ka",Parabolic Dish,369.0
South Korea SNP,OneWeb,Company,"Seoul, South Korea",37.550263,126.9970831,,Parabolic Dish,149.0
Tempe Gateway,IRIDIUM,Company,"Tempe, Arizona, USA",33.4280646,-111.9404185,"L, Ka",Parabolic Dish,358.0
Laurentides,INMARSAT,Company,"Laurentides, Canada",46.6181619,-75.0181493,"L, Ka",Parabolic Dish,395.0
Munich Teleport,SES S.A.,Company,"Munich, Germany",48.1351253,11.5819806,"C, Ku, Ka",Parabolic Dish,514.0
Dubbo Ground Station,SES S.A.,Company,"Dubbo, New South Wales, Australia",-32.2553299,148.619572,Ka,Parabolic Dish,277.0
Belo Horizonte Teleport,Telesat,Company,"Belo Horizonte, Brazil",-19.9266755,-43.9243237,"Ku, Ka",Parabolic Dish,869.0
IFISC Ground Station,IFISC (Institute for Cross-Disciplinary Physics and Complex Systems),Research Institution,"Palma, Balearic Islands, Spain",39.6366609,2.6487696,,Unknown,85.0
Atlas Singapore*,ATLAS,Company,Singapore*,1.3001138,103.8577754,"S, X",5.4m,1.0
Calgary Teleport,Telesat,Company,"Calgary, Alberta, Canada",51.0447331,-114.0718831,"Ku, Ka",Parabolic Dish,1049.0
Montreal Teleport,Telesat,Company,"Montreal, Quebec, Canada",45.5018869,-73.5673919,"Ku, Ka",Parabolic Dish,38.0
Betzdorf Teleport,SES S.A.,Company,"Betzdorf, Luxembourg",49.664558,6.3005684,"C, Ku, Ka",Parabolic Dish,246.0
Chilean Ground Station,SES S.A.,Company,"Santiago, Chile",-33.4488897,-70.6692655,Ka,Parabolic Dish,545.0
UAE Ground Station,SES S.A.,Company,"Abu Dhabi, United Arab Emirates",24.345193,54.4955054,Ka,Parabolic Dish,0.0
"Atlas Alice Springs, Australia*",ATLAS,Company,"Alice Springs, Australia*",-23.698042,133.8807471,"S, X, Ka",7.3m,582.0
SkyEdge II-c Hub,Gilat Satellite Networks,Company,Unknown,,,"C, Ku",Parabolic Dish,0.0
Xiamen Ground Station,China Satcom,Company,"Xiamen, China",24.4795099,118.0894799,,,4.0
Hughes San Diego Earth Station,Hughes Network Systems,Company,"San Diego, California, USA",32.7459359,-117.0682658,"C, Ku",Parabolic Dish,135.0
DKET 3421 - X Band,Gilat Satellite Networks,Company,Unknown,,,X,Parabolic Reflector Antenna,0.0
SkyEdge IV Hub,Gilat Satellite Networks,Company,Unknown,,,"Ka, Ku",Parabolic Dish,0.0
Beijing Ground Station,China Satcom,Company,"Beijing, China",39.904211,116.407395,,,53.0
Sanya Ground Station,China Satcom,Government Institution,"Sanya, China",18.2524799,109.51209,,,10.0
Subic Bay Teleport,ABS,Company,"Subic Bay Freeport Zone, Philippines",14.7690037,120.3204873,"C, Ku, Ka",Parabolic Dish,228.0
Cikarang Teleport,ABS,Company,"Cikarang, Indonesia",-6.3079232,107.172085,"C, Ku, Ka",Parabolic Dish,21.0
Nairobi Teleport,ABS,Company,"Nairobi, Kenya",-1.2920659,36.8219462,"C, Ku, Ka",Parabolic Dish,1661.0
Changchun Ground Station,China Satcom,Company,"Changchun, China",43.8160199,125.32357,,,230.0
Sioux Falls Ground Station,Planet Labs,Company,"Sioux Falls, South Dakota, USA",43.5460223,-96.731265,X,Parabolic Dish,444.0
Fucino Space Centre,Telespazio,Company,"Ortucchio, Italy",41.9552378,13.6454246,"C, X, Ku, Ka",Various,674.0
Lario Space Centre,Telespazio,Company,"Gera Lario, Italy",46.1585617,9.4089803,Ku,Parabolic Dish,203.0
EDRS Ground Station Weilheim,Airbus Defence and Space,Company,"Weilheim, Germany",47.8451838,11.1432653,Ka,Parabolic Dish,563.0
Gilmore Creek Ground Station,Planet Labs,Company,"Fairbanks, Alaska, USA",64.9461427,-147.4601374,X,Parabolic Dish,0.0
Alice Springs Ground Station,Planet Labs,Company,"Alice Springs, Australia",-23.698042,133.8807471,X,Parabolic Dish,582.0
Kastellaun Ground Station,Airbus Defence and Space,Company,"Kastellaun, Germany",50.0712694,7.4419652,"C, X, P, Ku",Parabolic Dish,414.0
Keflavik Ground Station,Planet Labs,Company,"Keflavik, Iceland",63.9997549,-22.5582716,X,Parabolic Dish,0.0
Glasgow-1,Spire Global,Company,"Glasgow, United Kingdom",55.8616704,-4.2583345,"UHF, S",Yagi-Uda,38.0
UNAH Ground Station,National Autonomous University of Honduras (UNAH),University,"Tegucigalpa, Francisco Morazán, Honduras",14.0829033,-87.1630087,,Unknown,1075.0
Antarikchya Pratishan Nepal (APN) Ground Station (Likely),Antarikchya Pratishan Nepal (APN),Other,"Kathmandu, Nepal (Likely)",27.7261902,85.3207729,,Unknown,1329.0
UTG Remote Sensing Lab,University of The Gambia,University,"Kanifing, Gambia",13.4604008,-16.6766905,,Yagi-Uda,19.0
"Atlas Pretoria, South Africa",ATLAS,Company,"Pretoria, South Africa",-25.7565723,28.1913815,"S, X, Ka",7.3m,1350.0
UiTM Ground Station,Universiti Teknologi MARA (UiTM),University,"Menara 2, Faculty of Electrical Engineering, UiTM Shah Alam",3.0728751,101.4972577,"VHF, UHF",Yagi,24.0
Wallops Ground Station,NASA,Space Agency,"Wallops Island, Virginia, USA",37.9330524,-75.4722501,"VHF, S, X",Parabolic Dish,14.0
Luxembourg-1,Spire Global,Company,"Luxembourg City, Luxembourg",49.6123327,6.1258432,"UHF, S",Yagi-Uda,316.0
Montenegro Space Research Ground Station (Hypothetical),Montenegro Space Research,Company,"Podgorica, Montenegro (Approximate)",42.4304196,19.2593642,,Unknown,46.0
Giuseppe Colombo Center for Space Geodesy,ASI,Space Agency,"Matera, Italy",40.6663601,16.6044454,"X, Ka","Various (e.g., SLR, VLBI, GNSS)",395.0
Tukwila Ground Station,BlackSky,Company,"Tukwila, WA, USA",47.4748399,-122.2726248,UHF,Yagi Antenna,73.0
"Atlas Cordoba, Argentina",ATLAS,Company,"Cordoba, Argentina",-31.4200833,-64.1887761,"S, X",5.4m,410.0
"Atlas Cape Town, South Africa*",ATLAS,Company,"Cape Town, South Africa*",-33.9209557,18.4149763,"S, X",5.4m,44.0
"Atlas Dubbo, Australia*",ATLAS,Company,"Dubbo, Australia*",-32.2443908,148.614418,"S, X",5.4m,264.0
Tesla Motors Headquarters,SpaceX,Company,"Fremont, California, USA",37.4934792,-121.9451411,Ka,Phased Array,9.0
Santa Maria Station (SMA1),ESA,Space Agency,"Santa Maria, Azores",36.9788003,-25.1059054,"S, X",Parabolic Dish,242.0
"Atlas Punta Arenas, Chile*",ATLAS,Company,"Punta Arenas, Chile*",-53.1633778,-70.907705,"S, X",5.4m,18.0
"Atlas Ushuaia, Argentina",ATLAS,Company,"Ushuaia, Argentina",-54.8076116,-68.3058409,"S, X, Ka",7.3m,12.0
AWS Ground Station - Alaska,AWS,Company,"Alaska, USA",63.588753,-154.4930619,"S, X",AWS Ground Station Antenna,0.0
Cordoba Satellite Station,CONAE,Space Agency,"Cordoba, Argentina",-31.4200833,-64.1887761,"S, X",Parabolic Dish,410.0
KSAT - Hartebeesthoek,KSAT,Company,"Hartebeesthoek, South Africa",-25.6397746,28.0786148,"UHF, L, S, X",KSAT Antenna,1291.0
AWS Ground Station - Bahrain,AWS,Company,"Manama, Bahrain",26.2235305,50.5875935,"S, X",AWS Ground Station Antenna,3.0
Earth Observation Center (EOC),JAXA,Space Agency,"Hatoyama, Saitama Prefecture, Japan",36.0030534,139.3491607,,Parabolic Dish,85.0
AWS Ground Station - Cape Town,AWS,Company,"Cape Town, South Africa",-33.922087,18.4231418,"S, X",AWS Ground Station Antenna,15.0
KSAT - Hawaii,KSAT,Company,"Hawaii, USA",19.8986819,-155.6658568,"UHF, L, S, X",KSAT Antenna,1082.0
AWS Ground Station - Australia (Dubbo),AWS,Company,"Dubbo, Australia",-32.2443908,148.614418,"S, X",AWS Ground Station Antenna,264.0
AWS Ground Station - Hawaii,AWS,Company,"Hawaii, USA",19.8986819,-155.6658568,"S, X",AWS Ground Station Antenna,1082.0
Winnipeg Teleport,Telesat,Company,"Winnipeg, Manitoba, Canada",49.8954221,-97.1385145,"Ku, Ka",Parabolic Dish,239.0
University of Maribor Ground Station,University of Maribor,University,"Maribor, Slovenia",46.559159,15.6433583,"S, X",Parabolic Dish,275.0
Merredin Ground Station,SES S.A.,Company,"Merredin, Western Australia, Australia",-31.4843818,118.2755299,Ka,Parabolic Dish,324.0
AWS Ground Station - Ireland (Dublin),AWS,Company,"Dublin, Ireland",53.3498053,-6.2603097,"S, X",AWS Ground Station Antenna,10.0
AWS Ground Station - Ohio,AWS,Company,"Ohio, USA",41.3129972,-81.9468279,"S, X",AWS Ground Station Antenna,243.0
Cheia Space Centre,Rartel (Telespazio),Company,"Cheia, Romania",45.4581462,25.9382467,"C, Ku",Various,886.0
BlackRay Airborne Terminal,Gilat Satellite Networks,Company,Unknown,,,Ku,Flat Panel,0.0
University of Guyana Ground Station,University of Guyana,University,"Georgetown, Guyana",6.8124181,-58.1178037,,Unknown,5.0
AWS Ground Station - Oregon,AWS,Company,"Oregon, USA",45.3556099,-122.605853,"S, X",AWS Ground Station Antenna,55.0
University of Tartu Ground Station,University of Tartu,University,"Tartu, Estonia",58.3633159,26.7265815,"VHF, UHF",Crossed Yagi-Uda,54.0
San Francisco-1,Spire Global,Company,"San Francisco, USA",37.7935857,-122.3930592,"UHF, S",Yagi-Uda,3.0
AWS Ground Station - Punta Arenas,AWS,Company,"Punta Arenas, Chile",-53.1633778,-70.907705,"S, X",AWS Ground Station Antenna,18.0
AWS Ground Station - Seoul,AWS,Company,"Seoul, South Korea",37.5348248,126.9956688,"S, X",AWS Ground Station Antenna,61.0
Vilnius University Ground Station,Vilnius University,University,"Vilnius, Lithuania",54.6871555,25.2796514,"UHF, VHF",Parabolic Dish,101.0
NASB Ground Station,National Academy of Sciences of Belarus,Research Institution,"Minsk, Belarus",53.92054,27.598327,,Parabolic Dish,219.0
AWS Ground Station - Singapore,AWS,Company,Singapore,1.352083,103.819836,"S, X",AWS Ground Station Antenna,63.0
Bad Aibling Station,Bundesnachrichtendienst (BND),Government Institution,"Bad Aibling, Bavaria, Germany",47.862028,12.004157,,Parabolic Dish,482.0
Egyptian Universities Satellite (EUS-1) Ground Station Network (Potentially),Consortium of Egyptian Universities,University,Various locations across Egypt (17 Universities),30.0272027,31.2085262,,Unknown,22.0
"SSAU System of Positioning, Timing, and Navigation",State Space Agency of Ukraine,Space Agency,"Kyiv, Ukraine",50.4503596,30.5245025,,Parabolic Dish,158.0
Gelsdorf Ground Station,Bundeswehr,Government Institution,"Gelsdorf, Rhineland-Palatinate, Germany",50.5858409,7.0367585,X,Parabolic Dish,217.0
EORIC COSMIC-2 Station,ATLAS,University,"UENR, Sunyani, Ghana",7.3488586,-2.3408388,"S, L, X",3m Fibre,322.0
AWS Ground Station - Stockholm,AWS,Company,"Stockholm, Sweden",59.3060576,18.1089427,"S, X",AWS Ground Station Antenna,4.0
KCST Ground Station,Kuwait College of Science and Technology (KCST),University,"Doha District, Al Asimah Governate, Kuwait",29.3247985,47.7895091,,"Not specified, likely for NanoSat communication",9.0
EORIC EOS-DB Station,EORIC/UENR,University,"UENR, Sunyani, Ghana",7.3488586,-2.3408388,"L, X",2.4m Az/El,322.0
EORIC C-Band Eutelsat Station,EORIC/UENR,University,"UENR, Sunyani, Ghana",7.3488586,-2.3408388,C,3m Mesh,322.0
UENR GNSS Station,UENR/UCAR,University,"UENR, Sunyani, Ghana",7.3517119,-2.3444138,L,GNSS Patch,312.0
University of Alabama in Huntsville (UAH) Ground Station,University of Alabama in Huntsville,University,"Huntsville, Alabama, USA",34.7251407,-86.6397853,S,unknown,201.0
LASP Ground Station,"University of Colorado Boulder, Laboratory for Atmospheric and Space Physics (LASP)",University,"Boulder, Colorado, USA",40.047563,-105.2805234,UHF,Cross Yagi,1684.0
KSAT - Awarua,KSAT,Company,"Awarua, New Zealand",-46.492307,168.3808456,"UHF, L, S, X, Ka",KSAT Antenna,11.0
KSAT - Azores,KSAT,Company,Azores,37.7412488,-25.6755944,"UHF, L, S, X",KSAT Antenna,23.0
USF Institute for Marine Remote Sensing (IMaRS) Ground Station,University of South Florida,University,"St. Petersburg, Florida, USA (Approximate)",27.7624407,-82.6354867,,Unknown,7.0
KSAT - Bangalore,KSAT,Company,"Bangalore, India",12.9712664,77.5842031,"UHF, L, S, X",KSAT Antenna,922.0
KSAT - Bel Ombre,KSAT,Company,"Bel Ombre, Mauritius",-20.5044752,57.4117873,"UHF, L, S, X",KSAT Antenna,12.0
SnT Ground Station,University of Luxembourg,University,"Luxembourg City, Luxembourg",49.5987519,6.1263957,UHF,Unknown,274.0
KSAT - Cordoba,KSAT,Company,"Cordoba, Argentina",-31.4200833,-64.1887761,"UHF, S, X",KSAT Antenna,410.0
KSAT - Dubai,KSAT,Company,"Dubai, United Arab Em.",25.2048493,55.2707828,"UHF, S, X",KSAT Antenna,0.0
KSAT - Fairbanks,KSAT,Company,"Fairbanks, USA",64.8400511,-147.7199756,"UHF, L, S, X",KSAT Antenna,0.0
Husky Satellite Lab Ground Station,University of Washington,University,"University of Washington, Seattle, Washington, USA",47.6503177,-122.3016101,,Unknown,26.0
Satellite Development Center (CDS) Ground Station,Satellite Development Center (CDS),Research Institution,"Oran, Algeria",35.6987388,-0.6349319,,Unknown,109.0
KSAT - Hokkaido,KSAT,Company,"Hokkaido, Japan",43.2203266,142.8634737,"UHF, S, X",KSAT Antenna,461.0
KSAT - Inuvik,KSAT,Company,"Inuvik, Canada",68.3593674,-133.7294462,"UHF, L, S, X",KSAT Antenna,0.0
KSAT - Jan Mayen,KSAT,Company,"Jan Mayen, Norway",60.472024,8.468946,"UHF, S, X",KSAT Antenna,0.0
AgriTech Startup Ground Station,Hypothetical AgriTech Startup,Company,"Tacuarembó, Uruguay",-31.7182047,-55.9799911,,Unknown,132.0
KSAT - Jeju,KSAT,Company,"Jeju, South Korea",33.5042779,126.519838,"UHF, L, S, X",KSAT Antenna,46.0
KSAT - Kourou,KSAT,Company,"Kourou, French Guiana",5.1573958,-52.6430108,"UHF, L, S, X",KSAT Antenna,6.0
KSAT - Long Beach,KSAT,Company,"Long Beach, USA",33.7700504,-118.1937395,"UHF, L, S, X",KSAT Antenna,20.0
KSAT - Maspalomas,KSAT,Company,"Maspalomas, Spain",27.7605619,-15.5860172,"UHF, L, S, X",KSAT Antenna,31.0
FUSE Ground Station,University of Puerto Rico - Mayaguez,University,"Mayaguez, Puerto Rico",18.200345,-67.1179511,,Parabolic Dish,86.0
University of Malta Ground Station,University of Malta,University,"Valletta, Malta",35.8983722,14.5154801,,Unknown,55.0
Georgia Tech S-Band Satellite Ground Station,Georgia Institute of Technology,University,"Atlanta, Georgia, USA (Georgia Tech Campus)",33.7779791,-84.3979638,S,Unknown,291.0
KSAT - Miami,KSAT,Company,"Miami, USA",25.7616798,-80.1917902,"UHF, L, S, X",KSAT Antenna,46.0
KSAT - Nemea,KSAT,Company,"Nemea, Greece",37.82133,22.660998,"UHF, L, S, X",KSAT Antenna,311.0
KSAT - Nuuk,KSAT,Company,"Nuuk, Greenland",64.1743234,-51.7372787,"UHF, S, X",KSAT Antenna,0.0
KSAT - Okinawa,KSAT,Company,"Okinawa, Japan",26.1201911,127.7025012,"UHF, S, X",KSAT Antenna,128.0
Institute of Aeronautics and Space Studies Ground Station,"Institute of Aeronautics and Space Studies, University of Blida",University,"Blida, Algeria",36.5012334,2.878057,,Unknown,212.0
KSAT - Peterborough,KSAT,Company,"Peterborough, Australia",-32.9732813,138.8379313,"UHF, L, S, X",KSAT Antenna,539.0
KSAT - Prudhoe Bay,KSAT,Company,"Prudhoe Bay, USA",70.2268843,-148.400021,"UHF, S, X",KSAT Antenna,0.0
KSAT - Puertollano,KSAT,Company,"Puertollano, Spain",38.6884458,-4.1078877,"UHF, L, S, X",KSAT Antenna,707.0
KSAT - Punta Arenas,KSAT,Company,"Punta Arenas, Chile",-53.1633778,-70.907705,"UHF, L, S, X",KSAT Antenna,18.0
BDRI Ground Station,Bottlenose Dolphin Research Institute BDRI,Research Institution,"O Grove, Galicia, Spain",42.4902487,-8.8580837,,Unknown,12.0
KSAT - Singapore,KSAT,Company,Singapore,1.352083,103.819836,"UHF, L, S, X",KSAT Antenna,63.0
KSAT - Svalbard,KSAT,Company,"Svalbard, Norway",77.8749725,20.9751822,"UHF, L, S, X",KSAT Antenna,0.0
Stellar Project Optical Ground Station,Stellar Project,Company,"Padua, Italy",45.4123261,11.8938136,,Optical Communication Terminal,11.0
Prudhoe Bay Ground Station,BlackSky,Company,"Prudhoe Bay, AK, USA",70.2268843,-148.400021,"UHF, S, X",Parabolic Dish,0.0
KSAT - Thermopylae,KSAT,Company,"Thermopylae, Greece",38.8,22.5333333,"UHF, L, S, X",KSAT Antenna,8.0
"KSAT - Thornton (Macon, GA)",KSAT,Company,"Thornton, USA",32.8362271,-83.6320478,"UHF, L, S, X",KSAT Antenna,117.0
KSAT - Tokyo,KSAT,Company,"Tokyo, Japan",35.6803997,139.7690174,"UHF, S, X",KSAT Antenna,22.0
Wsense S.r.l. Ground Station,Wsense S.r.l.,Company,"Rome, Italy",41.9111508,12.49584,,Software-Defined Radio (SDR),75.0
KSAT - Tolhuin,KSAT,Company,"Tolhuin, Argentina",-54.5108893,-67.1929895,"UHF, S, X",KSAT Antenna,121.0
KSAT - Troll,KSAT,Company,"Troll, Antarctica",-72.011389,2.535,"L, S, X",KSAT Antenna,0.0
Comenius University Ground Station,Comenius University in Bratislava,University,"Bratislava, Slovakia",48.1485965,17.1077477,,Unknown,155.0
KSAT - Tromso,KSAT,Company,"Tromso, Norway",69.6613981,18.9412952,"L, S, X",KSAT Antenna,0.0
KSAT - Tuskuba,KSAT,Company,"Tuskuba, Japan",36.0835255,140.0764454,"L, S, X",KSAT Antenna,26.0
KSAT - Vardo,KSAT,Company,"Vardo, Norway",70.3706399,31.1095471,"L, S, X",KSAT Antenna,0.0
SNUGLITE Ground Station,Seoul National University,University,"Seoul National University, Seoul, South Korea",37.48121,126.952712,,Amateur Satellite Transceiver,41.0
KSAT - Weilheim,KSAT,Company,"Weilheim, Germany",47.8422367,11.1427463,"L, S, X",KSAT Antenna,563.0
KSAT - Accra,KSAT,Company,"Accra, Ghana",5.5592846,-0.1974306,"L, S, X",KSAT Antenna,35.0
KSAT - Brasilia,KSAT,Company,"Brasilia, Brazil",-15.7975154,-47.8918874,"L, S, X",KSAT Antenna,1120.0
KSAT - Longovilo,KSAT,Company,"Longovilo, Chile",-33.9537359,-71.4017822,"L, S, X",KSAT Antenna,157.0
KSAT - Maine,KSAT,Company,"Maine, USA",46.820278,-67.9235431,"L, S, X",KSAT Antenna,125.0
SDR Ground Station,Pennsylvania State University,University,"Pennsylvania State University, USA",40.7982133,-77.8599084,,unknown,352.0
KSAT - New Mexico,KSAT,Company,"New Mexico, USA",34.9727305,-105.0323635,"L, S, X",KSAT Antenna,1641.0
Tecno Society Ground Station,"Tecno Society, LDA",Company,"Luanda, Angola",-8.8146556,13.2301756,,Unknown,11.0
Constellation Technologies & Operations Ground Station Prototype,Constellation Technologies & Operations,Company,"Saint-Quentin-en-Yvelines and Toulouse, France",43.6048462,1.442848,,unknown,152.0
Toluca SNP,OneWeb,Company,"Toluca, Mexico",19.2826098,-99.6556653,,Parabolic Dish,2672.0
Spaceport America Ground Station,BlackSky,Company,"Truth or Consequences, NM, USA",32.9901482,-106.9750699,"UHF, S, X",Parabolic Dish,1402.0
TU Delft Ground Station,Delft University of Technology,University,"Delft, Netherlands (EWI Building Roof)",51.9988354,4.3734888,,Tracking VHF/UHF/S-band antennas,1.0
ISS Reshetnev Ground Station,Information Satellite Systems Reshetnev,Company,"Zheleznogorsk, Russia",56.2606585,93.5341159,,Parabolic Dish,152.0
SSAU Space Monitoring and Analysis System,State Space Agency of Ukraine,Space Agency,"Kyiv, Ukraine",50.4503596,30.5245025,,Parabolic Dish,158.0
MAI Ground Station,Moscow Aviation Institute,University,"Moscow, Russia",55.8101569,37.5014539,"X, S",Parabolic Dish,165.0
Lustbühel Observatory SLR Station,"Space Research Institute (IWF), Austrian Academy of Sciences",Research Institution,"Graz, Austria",47.0688259,15.4932081,,Laser Ranging Telescope,487.0
University of Khartoum Educational Ground Station,University of Khartoum,University,"Khartoum, Sudan",15.6098211,32.5424286,,unknown,385.0
KSAT - San Jose,KSAT,Company,"San Jose, Costa Rica",9.9280694,-84.0907246,"L, S, X",KSAT Antenna,1166.0
Abu Dhabi Quantum Optical Ground Station (ADQOGS),Technology Innovation Institute (TII),Research Institution,"Al Wathba, Abu Dhabi, UAE",24.177209,54.685597,,Tracking Telescope,49.0
Pisgah Astronomical Research Institute (PARI),Pisgah Astronomical Research Institute,Research Institution,"Rosman, North Carolina, USA",35.1989792,-82.8724423,,Parabolic Dish,882.0
University of Virginia Ground Station (UVGS),University of Virginia,University,"Charlottesville, Virginia, USA",38.0335529,-78.5079772,,Yagi-Uda,178.0
Morehead State University 21-Meter Space Tracking Antenna,Morehead State University,University,"Morehead, Kentucky, USA",38.18943,-83.4310035,"L, S, C, X, Ku",Parabolic Dish,227.0
LeafSpace - Absheron,LeafSpace,Company,"Absheron, Azerbaijan",40.452345,49.7437452,"L, S, X",LeafSpace Antenna,71.0
SaRC Ground Station,"Satellite Research Centre (SaRC), Nanyang Technological University (NTU)",University,Nanyang Technological University (NTU),1.34729,103.6807359,"S, X",UHF/VHF,64.0
SWISSto12 Ground Station Network (Potential),SWISSto12,Company,"Lausanne, Switzerland (SWISSto12 Headquarters)",46.5443101,6.5876884,,Unknown,459.0
AURAK Satellite Ground Station,American University of Ras Al Khaimah (AURAK),University,"Ras Al Khaimah, UAE",25.7874682,55.9935552,,Unknown,13.0
Midlands State University Ground Station,Midlands State University,University,"Gweru, Zimbabwe",-19.4845308,29.8352841,,unknown,1436.0
USP Tonga Campus Ground Station,University of the South Pacific - Tonga Campus,University,"Nuku'alofa, Tonga",-21.1847034,-175.2200953,,VSAT,14.0
National University of Equatorial Guinea (UNGE) - Potential Ground Station,Universidad Nacional de Guinea Ecuatorial (UNGE),University,"Malabo, Equatorial Guinea",3.7469873,8.774597,,Unknown,50.0
"University of Belgrade, Faculty of Electrical Engineering Ground Station (Potential)","University of Belgrade, Faculty of Electrical Engineering",University,"Belgrade, Serbia",44.8055056,20.4761359,,Unknown,136.0
RAL Space Ground Station (Chilbolton Observatory),RAL Space,Research Institution,"Chilbolton, Hampshire, England, UK",51.145382,-1.4389975,"S, X",Parabolic Dish,81.0
CesiumAstro Ground Station (Likely),CesiumAstro,Company,"Texas, USA",31.9685988,-99.9018131,,unknown,571.0
LeafSpace - Awarua,LeafSpace,Company,"Awarua, New Zealand",-46.492307,168.3808456,"L, S, X, Ka",LeafSpace Antenna,11.0
Kerguelen Station,CNES,Space Agency,"Kerguelen Islands, French Southern and Antarctic Lands",-49.3948275,69.3544626,"S, X",Parabolic Dish,489.0
Malargüe Station (MLG1),ESA,Space Agency,"Malargüe, Argentina",-35.484462,-69.5797495,"S, X, Ka",Parabolic Dish,1425.0
LeafSpace - Blondous,LeafSpace,Company,"Blondous, Iceland",65.6592902,-20.2849542,"L, S, X",LeafSpace Antenna,0.0
LeafSpace - Jeju,LeafSpace,Company,"Jeju, South Korea",33.5042779,126.519838,"L, S, X",LeafSpace Antenna,46.0
LeafSpace - Kandy,LeafSpace,Company,"Kandy, Sri Lanka",7.2905715,80.6337262,"L, S, X",LeafSpace Antenna,504.0
LeafSpace - Kaspichan,LeafSpace,Company,"Kaspichan, Bulgaria",43.3112179,27.1575938,"UHF, S, X",LeafSpace Antenna,94.0
Tolhuin Satellite Station,CONAE,Space Agency,"Tolhuin, Argentina",-54.5108893,-67.1929895,"S, X",Parabolic Dish,121.0
ESOC-1,ESA,Space Agency,"Darmstadt, Germany (ESOC)",49.8708073,8.6227563,"S, X",Parabolic Dish,130.0
LeafSpace - La Paz,LeafSpace,Company,"La Paz, Mexico",24.1426408,-110.3127531,"L, S, X",LeafSpace Antenna,32.0
LeafSpace - Lomazzo,LeafSpace,Company,"Lomazzo, Italy",45.6970894,9.0347524,"UHF, S, X",LeafSpace Antenna,295.0
Neuquén Ground Station,CNSA,Space Agency,"Neuquén, Argentina",-38.9516784,-68.0591888,"S, X",Parabolic Dish,279.0
LeafSpace - Mon Loisir,LeafSpace,Company,"Mon Loisir, Mauritius",-20.1214445,57.6849966,"L, S, X",LeafSpace Antenna,72.0
LeafSpace - Nangetty,LeafSpace,Company,"Nangetty, Australia",-29.0386397,115.4150947,"L, S, X",LeafSpace Antenna,178.0
LeafSpace - Peterborough,LeafSpace,Company,"Peterborough, Australia",-32.9732813,138.8379313,"L, S, X",LeafSpace Antenna,539.0
Thiruvananthapuram ISTRAC Ground Station,ISRO,Space Agency,"Thiruvananthapuram, India",8.5241391,76.9366376,"S, X, C",Parabolic Dish,19.0
LeafSpace - Pleven,LeafSpace,Company,"Pleven, Bulgaria",43.4170423,24.6066847,"L, S, X",LeafSpace Antenna,113.0
